Band Material,Band Name,Band Notes,Bezel,COSC Certified,Case Back,Case Dimensions,Case Material,Case Shape,Case Thickness,Clasp,Clasp Features,Clasp Notes,Color/Finish,Complications,Condition,Crystal,Dial Color,Edition,Lug Width,Movement,Screw-in Crown,Water Resistance,url
Alligator/Crocodile Leather,,,Fixed,,Transparent,39.5mm ,Stainless Steel,Round,9.15mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Maestro/2837-stc-05659.html
Stainless Steel,,,Fixed,,Solid,39mm ,Stainless Steel,Round,11.5mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,White,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/Conquest-Automatic-39mm/L3.676.4.16.6.html
Calfskin Leather,,Alligator/Crocodile Print,,,Transparent,38.5mm ,Stainless Steel,Round,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.11.2.html
Calfskin Leather,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,12.2mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Date-01-751-7697-4063-07-5-20-19FC.html
Stainless Steel & Yellow Gold,,,Fixed,,Solid,39mm ,Stainless Steel & Yellow Gold,Round,7.9mm,Push Button Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,100m/330ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/5591-stp-00308.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,,Folding Clasp With Safety Latch,,,Brushed,,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Tag-Heuer/Formula-1-Quartz-41mm/waz1112.ba0875.html
Alligator/Crocodile Leather,,,,,Solid,36mm ,PVD,Round,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,20mm,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-36mm/L4.755.2.11.2.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,12mm,Folding Clasp With Safety Latch,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-41mm-L3-742-4-56-6-L37424566.html
Alligator/Crocodile Leather,,,Fixed,,Solid,42mm ,Stainless Steel,Round,6mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,30m,https://www.prestigetime.com/item/Baume-Mercier/Classima-Quartz-42mm/8485.html
Alligator/Crocodile Leather,,,Fixed,,Solid,39mm ,Stainless Steel,Round,5mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Baume-Mercier/Classima-Quartz-39mm/10098.html
Alligator/Crocodile Leather,,,Fixed,,Solid,39mm ,Stainless Steel,Round,5mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,30m/100ft,https://www.prestigetime.com/item/Baume-Mercier/Classima-Quartz-39mm/10097.html
Calfskin Leather,,Alligator/Crocodile Print,Fixed,,Transparent,39.5mm ,PVD,Round,9.2mm,Push Button Deployant Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2237-pc-00659.html
Alligator/Crocodile Leather,,,Fixed,,Solid,42mm ,Stainless Steel,Round,6mm,Tang Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Quartz,No,30m,https://www.prestigetime.com/Baume-Mercier-Classima-Quartz-42mm-10144.html
Alligator/Crocodile Leather,,,Fixed,,Solid,42mm ,Stainless Steel,Round,6mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Grey,,,Quartz,No,30m,https://www.prestigetime.com/item/Baume-Mercier/Classima-Quartz-42mm/10266.html
Fabric,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,11.10mm,Tang Buckle,,,Blue,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-42mm-01-735-7641-4161-07-5-22-26.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,43mm ,Stainless Steel,Round,,Folding Clasp With Safety Latch,,,Brushed,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Quartz,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Formula-1-Quartz-43mm-waz1010-ba0842.html
Stainless Steel,,,Fixed,,Transparent,37mm ,Stainless Steel,Round,,Deployant Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-37mm/01_733_7578_4034-07_8_18_61.html
Stainless Steel,,,Fixed,,Solid,39mm ,Stainless Steel,Round,11.5mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-Conquest-Automatic-39mm-L37764766.html
Stainless Steel,,,Fixed,,Solid,39mm ,Stainless Steel,Round,11.5mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-Conquest-Automatic-39mm-L37764586.html
Stainless Steel,,,Fixed,,Solid,39mm ,Stainless Steel,Round,11.5mm,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-Conquest-Automatic-39mm-L37764996.html
Rubber,,,Fixed,,Transparent,42mm ,DLC Coated Stainless Steel,Round,11.10mm,Tang Buckle,,,Black,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/BC3-Advanced-Day-Date-42mm/01_735_7641_4364-07_4_22_05.html
Stainless Steel & PVD,,,Fixed,,Solid,42mm ,Stainless Steel,Round,10.50mm,Push Button Folding Clasp,,,Brushed,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,Yes,100m/330ft,https://www.prestigetime.com/item/Maurice-Lacroix/Miros-Quartz-Chronograph-42mm/mi1028-ss002-331.html
Stainless Steel & Plated Yellow Gold,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel & Plated Yellow Gold,Round,10.2mm,Folding Clasp With Safety Latch,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Quartz-41mm-L3-740-3-56-7.html
Alligator/Crocodile Leather,,,Fixed,,Solid,42mm ,Stainless Steel,Round,11.6mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Quartz,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tradition/9579-stc-65001.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,42mm ,Gold Plated,Round,,Tang Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4831-07_6_20_12.html
Stainless Steel & Plated Rose Gold,,,Fixed,,Transparent,42mm ,Stainless Steel & Plated Rose Gold,Round,,Deployant Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4334-07_8_20_63.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,,Deployant Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4034-07_8_20_61.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,,Deployant Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-42mm/01_733_7594_4031-07_8_20_61.html
Calfskin Leather,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,11.20mm,Push Button Deployant Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,20mm,Automatic,No,100m,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4031-07_5_20_76FC.html
Calfskin Leather,,Alligator/Crocodile Print,Fixed,,Transparent,39.5mm ,Stainless Steel,Round,9.2mm,Push Button Deployant Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2227-stc-00659.html
Stainless Steel,,,Fixed,,Transparent,37mm ,Stainless Steel,Round,,Deployant Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Oris/Classic-Date-37mm/01_733_7578_4031-07_8_18_61.html
Rubber,,,Bi-Directional Rotating,,Transparent,42mm ,Stainless Steel,Round,12.10mm,Push Button Deployant Buckle,,,Black,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,Limited Edition,24mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Williams-F1-Team-Day-Date-42mm/01_735_7716_4154-07_4_24_50.html
Rubber,,,Bi-Directional Rotating,,Transparent,42mm ,Stainless Steel,Round,12.10mm,Push Button Deployant Buckle,,,Black,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,Limited Edition,24mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Williams-F1-Team-Day-Date-42mm/01_735_7716_4155-07_4_24_50.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,11.10mm,Deployant Clasp,,,,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/BC3-Advanced-Day-Date-42mm/01_735_7641_4164-07_8_22_03.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,11.10mm,Deployant Clasp,,,,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Blue,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-01-735-7641-4165-07-8-22-03.html
Rubber,,,Fixed,,Solid, 34mm width x 46mm length,Stainless Steel,Rectangle,10.15mm,Push Button Folding Clasp,,,Black,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/48811-sr-05200.html
Calfskin Leather,,Alligator/Crocodile Print,Fixed,,Transparent,39.5mm ,PVD,Round,10mm,Push Button Deployant Buckle,,,Brown,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2238-pc5-00209.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,,Folding Clasp With Safety Latch,,,Brushed & Polished,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,21mm,Quartz,Yes,300m/1000ft,https://www.prestigetime.com/item/Longines/HydroConquest-Quartz-Chronograph-41mm/L3.743.4.56.6.html
Stainless Steel,,,Fixed,,Solid,41mm ,Stainless Steel,Round,,Folding Clasp With Safety Latch,,,Brushed,Alarm,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,Yes,200m/660ft,https://www.prestigetime.com/item/Tag-Heuer/Formula-1-Alarm/waz111a.ba0875.html
Calfskin Leather,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,11.70mm,Push Button Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4034-07_5_20_78FC.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,40.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way1110.ba0928.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,41mm ,Stainless Steel,Round,12mm,Folding Clasp With Safety Latch,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-41mm-L3-742-4-96-6-L37424966.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,39mm ,Stainless Steel,Round,11.85mm,Folding Clasp With Safety Latch,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-39mm-L3-741-4-56-6-L37414566.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,39mm ,Stainless Steel,Round,11.85mm,Folding Clasp With Safety Latch,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Automatic,Yes,300m/1000ft,https://www.prestigetime.com/Longines-HydroConquest-Automatic-39mm-L3-741-4-96-6.html
Calfskin Leather,,Alligator/Crocodile Print,,,Transparent,38.5mm ,Stainless Steel,Round,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.12.2.html
Calfskin Leather,,Alligator/Crocodile Print,,,Transparent,38.5mm ,Stainless Steel,Round,,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.4.72.2.html
Stainless Steel,,,Fixed,,Transparent,39.5mm ,Stainless Steel,Round,9.2mm,Push Button Folding Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Black,,,Automatic,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2237-st-20001.html
Stainless Steel,,,Fixed,,Transparent,39.5mm ,Stainless Steel,Round,9.2mm,Push Button Folding Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2237-st-65001.html
Stainless Steel,,,Fixed,,Transparent,39.5mm ,Stainless Steel,Round,10mm,Push Button Folding Clasp,,,,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/Raymond-Weil-Maestro-2238-st-00659.html
Stainless Steel & Plated Yellow Gold,,,,,Solid,33mm ,PVD,Round,5mm,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-33mm/L4.709.2.11.7.html
Fabric,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,12.2mm,Deployant Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Black,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_15FC.html
Rubber,,,Uni-Directional Rotating,,Transparent,43mm ,Black PVD,Round,12.60mm,Push Button Deployant Buckle,,with extension,Orange,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,26mm,Automatic,Yes,300m,https://www.prestigetime.com/item/Oris/Aquis-Date-43mm/01_733_7653_4259-07_4_26_32GEB.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,40.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Blue,,,Quartz,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way1112.ba0928.html
Calfskin Leather,,Alligator/Crocodile Print,Fixed,,Transparent,40mm ,Stainless Steel & Plated Rose Gold,Round,11.70mm,Push Button Deployant Buckle,,,Brown,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-Pointer-Date-40mm/01_754_7679_4331-07_5_20_77FC.html
Stainless Steel,,,Fixed,,Solid,43mm ,Stainless Steel,Round,11.5mm,Folding Clasp With Safety Latch,,,Brushed,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Formula-1-Chronograph-caz1010-ba0842.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,43mm ,Stainless Steel,Round,,Folding Clasp With Safety Latch,,,Brushed,,New/Unworn,Scratch Resistant Sapphire,Black,Special Edition,,Quartz,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Senna-Special-Editions-waz1012-ba0883.html
Yellow Gold Plated Steel,,,,,Solid,33mm ,PVD,Round,5mm,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-33mm/L4.709.2.11.8.html
Stainless Steel,,,Fixed,,Solid,40mm ,Stainless Steel,Round,9.5mm,Push Button Folding Clasp,,,Brushed & Polished,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4899-st-00208.html
Stainless Steel,,,Fixed,,Solid,40mm ,Stainless Steel,Round,9.5mm,Push Button Folding Clasp,,,Brushed & Polished,Chronograph,New/Unworn,Scratch Resistant Sapphire,Grey,,,Quartz,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4899-st-00668.html
Stainless Steel,,,Fixed,,Solid, 34mm width x 46mm length,Stainless Steel,Rectangle,10.15mm,Push Button Folding Clasp,,,Brushed & Polished,Chronograph,New/Unworn,Scratch Resistant Sapphire,Black,,,Quartz,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Tango/4881-st-00209.html
Calfskin Leather,,Alligator/Crocodile Print,,,Transparent,38.5mm ,PVD,Round,8.25mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.2.11.2.html
Calfskin Leather,,Alligator/Crocodile Print,,,Transparent,38.5mm ,PVD,Round,8.25mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,White,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.2.12.2.html
Calfskin Leather,,Alligator/Crocodile Print,,,Transparent,38.5mm ,PVD,Round,8.25mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Champagne,,20mm,Automatic,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Presence-Automatic/L4.921.2.32.2.html
Stainless Steel,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,11.20mm,Push Button Folding Clasp,,,,,New/Unworn,Plexiglass,Black,,20mm,Automatic,No,50m,https://www.prestigetime.com/item/Oris/Big-Crown-Original-Pointer-Date-40mm/01_754_7696_4064-07_8_20_30.html
Stainless Steel,,,Fixed,,Transparent,40mm ,Stainless Steel,Round,11.20mm,Push Button Folding Clasp,,,,,New/Unworn,Plexiglass,Silver,,20mm,Automatic,No,50m,https://www.prestigetime.com/item/Oris/Big-Crown-Original-Pointer-Date-40mm/01_754_7696_4061-07_8_20_30.html
Stainless Steel,,,Uni-Directional Rotating,,Solid,40.5mm ,Stainless Steel,Round,,Push Button Folding Clasp,,,Brushed & Polished,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Quartz,Yes,300m,https://www.prestigetime.com/item/Tag-Heuer/Aquaracer-Quartz/way1111.ba0928.html
Fabric,NATO,,Fixed,,Solid,43mm ,Stainless Steel,Round,11.5mm,Tang Buckle,,,,Chronograph,New/Unworn,Scratch Resistant Sapphire,Blue,,,Quartz,Yes,200m/660ft,https://www.prestigetime.com/Tag-Heuer-Formula-1-Chronograph-caz1014-fc8196.html
Fabric,,,Fixed,,Transparent,42mm ,PVD,Round,11.10mm,Tang Buckle,,,Beige,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-01-735-7641-4263-07-5-22-22G.html
Rubber,,,Fixed,,Transparent,42mm ,PVD,Round,11.10mm,Tang Buckle,,,Black,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Grey,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-01-735-7641-4263-07-4-22-05G.html
PVD,,,,,Solid,33mm ,PVD,Round,5mm,Hidden Folding Clasp,,,Polished,,New/Unworn,Scratch Resistant Sapphire,White,,,Quartz,No,30m/99ft.,https://www.prestigetime.com/item/Longines/La-Grande-Classique-Quartz-33mm/L4.709.1.91.8.html
Fabric,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,12.2mm,Deployant Buckle,,,Green,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_14FC.html
Fabric,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,,Deployant Buckle,,,Grey,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_17FC.html
Calfskin Leather,,,Fixed,,Transparent,41mm ,Stainless Steel,Round,12.2mm,Deployant Buckle,,,Black,,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Black,,20mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/item/Oris/Big-Crown-ProPilot-Date-41mm/01_751_7697_4164-07_5_20_19FC.html
Calfskin Leather,,,Fixed,,Transparent,45mm ,Stainless Steel,Round,12.6mm,Deployant Buckle,,,Black,Day/Date,New/Unworn,Scratch Resistant Sapphire,Grey,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Day-Date-01-752-7698-4063-07-5-22-19FC.html
Calfskin Leather,,Alligator pattern,Fixed,,Transparent,45mm ,Stainless Steel,Round,12.6mm,Deployant Buckle,,,Grey,Day/Date,New/Unworn,Scratch Resistant Sapphire,Grey,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Day-Date-01-752-7698-4063-07-5-22-06FC.html
Fabric,,,Fixed,,Transparent,45mm ,Stainless Steel,Round,12.6mm,Deployant Buckle,,,Grey,Day/Date,New/Unworn,Scratch Resistant Sapphire,Grey,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-Big-Crown-ProPilot-Day-Date-45mm-01-752-7698-4063-07-5-22-17FC.html
Stainless Steel,,,Fixed,,Transparent,42mm ,Stainless Steel,Round,11.10mm,Push Button Folding Clasp,,,,Day/Date,New/Unworn,Anti-Reflective Scratch Resistant Sapphire,Silver,,22mm,Automatic,Yes,100m/330ft,https://www.prestigetime.com/Oris-BC3-Advanced-Day-Date-42mm-01-735-7641-4161-07-8-22-03.html
Alligator/Crocodile Leather,,,Fixed,,Transparent,39.5mm ,PVD,Round,9.15mm,Tang Buckle,,,Black,,New/Unworn,Scratch Resistant Sapphire,Silver,,,Automatic,No,50m/165ft,https://www.prestigetime.com/item/Raymond-Weil/Maestro/2837-pc-00659.html
